CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECHC	CPETECHP	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	CPETSPEC	CPETSPEP	C_RATING	C_UPDATE	C_YRS_IR	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
108911001	1	1	1	1	1	1	1	SHARYLAND H S	 	N	N	N	N	N	N	N	N	N	N	N	86	60	2027	Y	1748	32	17	800	Y	255	52	30	800	Y	419	91	60	24.1	Y	23.3	23.3	20.5	HIDALGO	108	149	9.1	1639	1511	.	.	717	47.5	242	16	83	5.5	M	 	.	SHARYLAND ISD	108911	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108911007	1	1	1	1	1	1	1	SHARYLAND PIONEER H S	 	N	N	N	N	N	N	N	N	N	N	N	83	60	2133	Y	1780	30	17	1000	Y	303	50	30	800	Y	402	86	60	24.1	Y	22.2	23.2	16.9	HIDALGO	108	182	11.3	1610	1559	.	.	939	60.2	172	11	108	6.9	M	 	.	SHARYLAND ISD	108911	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108911008	1	1	0	1	0	0	1	SHARYLAND ADVANCED ACADEMIC ACADEM	 	N	N	N	N	N	N	N	N	N	N	N	98	60	470	Y	459	44	17	400	Y	174	70	30	800	Y	561	87	21	.	Y	.	.	87	HIDALGO	108	12	4.8	248	301	301	100	195	64.8	17	5.6	6	2	M	 	.	SHARYLAND ISD	108911	11	09	09 - 11	S	 	 	01	REGION 01: EDINBURG
108911041	1	1	1	1	1	1	1	B L GRAY J H	 	N	N	N	N	N	N	N	N	N	N	N	90	60	2480	Y	2222	54	30	1000	Y	537	58	26	2000	Y	1158	71	13	.	Y	.	.	71	HIDALGO	108	52	6.6	790	753	.	.	418	55.5	162	21.5	53	7	M	 	.	SHARYLAND ISD	108911	08	07	07 - 08	M	 	 	01	REGION 01: EDINBURG
108911042	1	1	1	1	1	1	1	SHARYLAND NORTH J H	 	N	N	N	N	N	N	N	N	N	N	N	88	60	2871	Y	2535	55	30	1000	Y	553	58	26	2000	Y	1169	74	13	.	Y	.	.	73.7	HIDALGO	108	79	8.3	950	858	.	.	539	62.8	142	16.6	64	7.5	M	 	.	SHARYLAND ISD	108911	08	07	07 - 08	M	 	 	01	REGION 01: EDINBURG
108911101	1	0	1	0	0	0	 	JOHN H SHARY EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	1030	Y	903	48	32	1000	Y	477	53	28	1600	Y	851	62	12	.	Y	.	.	62.3	HIDALGO	108	54	8.1	665	700	.	.	357	51	159	22.7	49	7	M	 	.	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911102	1	1	1	1	1	1	 	OLIVERO GARZA SR EL	 	N	N	N	N	N	N	N	N	N	N	N	85	60	838	Y	714	53	32	800	Y	427	49	28	800	Y	394	46	12	.	Y	.	.	46	HIDALGO	108	83	14.2	583	637	.	.	519	81.5	220	34.5	56	8.8	M	 	.	SHARYLAND ISD	108911	06	EE	EE - 06	E	 	 	01	REGION 01: EDINBURG
108911103	1	1	1	0	1	1	 	JESSIE L JENSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	79	60	947	Y	748	42	32	800	Y	333	48	28	800	Y	380	40	12	.	Y	.	.	39.5	HIDALGO	108	116	19	609	707	.	.	644	91.1	364	51.5	46	6.5	M	 	.	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911104	1	1	1	0	1	1	 	ROMULO D MARTINEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	89	60	824	Y	730	48	32	800	Y	386	56	28	800	Y	450	52	12	.	Y	.	.	51.5	HIDALGO	108	66	11.8	559	606	.	.	436	71.9	268	44.2	43	7.1	M	 	.	SHARYLAND ISD	108911	06	EE	EE - 06	E	 	 	01	REGION 01: EDINBURG
108911105	1	1	1	1	1	1	 	RUBEN HINOJOSA EL	 	N	N	N	N	N	N	N	N	N	N	N	93	60	545	Y	505	53	32	600	Y	317	64	28	800	Y	511	70	12	.	Y	.	.	69.5	HIDALGO	108	50	13.4	372	388	.	.	187	48.2	248	63.9	24	6.2	M	 	.	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911107	1	1	1	1	1	1	 	LLOYD & DOLLY BENTSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	770	Y	677	53	32	800	Y	423	56	28	800	Y	446	54	12	.	Y	.	.	53.5	HIDALGO	108	82	15	546	583	.	.	440	75.5	308	52.8	33	5.7	M	 	.	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911108	1	1	1	1	1	1	 	HARRY SHIMOTSU EL	 	N	N	N	N	N	N	N	N	N	N	N	97	60	959	Y	926	56	32	1000	Y	564	69	28	2000	Y	1380	78	12	.	Y	.	.	78.3	HIDALGO	108	43	7	613	709	.	.	239	33.7	286	40.3	21	3	M	 	.	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911109	1	0	0	1	1	0	 	DONNA WERNECKE EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	969	Y	851	53	32	1000	Y	533	49	28	800	Y	392	48	12	.	Y	.	.	47.5	HIDALGO	108	68	9.9	686	714	.	.	459	64.3	287	40.2	38	5.3	M	 	.	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108912001	1	0	0	0	1	0	1	LA JOYA H S	 	N	N	N	N	N	N	N	N	N	N	N	68	60	4299	Y	2906	18	17	800	Y	142	42	30	800	Y	337	71	60	19.9	Y	16.4	23.6	11.3	HIDALGO	108	500	18	2782	2658	366	13.8	2588	97.4	639	24	188	7.1	M	 	.	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912004	0	0	0	0	1	0	0	JUAREZ-LINCOLN H S	 	N	N	N	N	N	N	N	N	N	N	N	61	60	4681	Y	2863	20	17	800	Y	156	39	30	800	Y	312	72	60	21.8	Y	17.9	23.9	8.5	HIDALGO	108	570	20.9	2730	2605	1	0	2578	99	975	37.4	199	7.6	M	 	.	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912005	 	 	 	 	 	 	 	HOPE ACADEMY	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	HIDALGO	108	289	100	289	65	.	.	64	98.5	42	64.6	13	20	X	 	.	LA JOYA ISD	108912	12	06	06 - 12	B	 	 	01	REGION 01: EDINBURG
108912007	0	0	0	0	1	0	0	LA JOYA PALMVIEW H S	 	N	N	N	N	N	N	N	N	N	N	N	68	60	3471	Y	2347	20	17	800	Y	162	40	30	800	Y	321	73	60	22.1	Y	17.6	23.8	9.5	HIDALGO	108	486	20.4	2388	2137	2	0.1	2047	95.8	448	21	139	6.5	M	 	.	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912008	0	1	1	1	0	0	0	JIMMY CARTER EARLY COLLEGE H S	 	N	N	N	N	N	N	N	N	N	N	N	97	60	468	Y	452	54	17	400	Y	215	64	30	800	Y	514	95	60	25	Y	25	25	20	HIDALGO	108	25	6.9	362	354	354	100	346	97.7	34	9.6	7	2	M	 	.	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912010	1	1	1	1	0	0	1	THELMA ROSA SALINAS STEM EARLY COL	 	N	N	N	N	N	N	N	N	N	N	N	94	60	557	Y	524	56	17	600	Y	333	69	30	800	Y	555	96	60	25	Y	25	25	21	HIDALGO	108	24	5.8	416	407	407	100	395	97.1	34	8.4	10	2.5	M	 	.	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912041	1	1	1	1	1	1	0	LORENZO DE ZAVALA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	72	60	2054	Y	1482	42	30	800	Y	337	41	26	1000	Y	407	37	13	.	Y	.	.	37	HIDALGO	108	63	8.6	730	711	.	.	643	90.4	326	45.9	58	8.2	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912042	1	1	1	1	1	0	0	CESAR CHAVEZ MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	68	60	2498	Y	1701	38	30	800	Y	306	37	26	1000	Y	367	35	13	.	Y	.	.	35	HIDALGO	108	119	12.9	924	861	.	.	757	87.9	356	41.3	79	9.2	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912043	0	0	0	0	0	0	0	DR JAVIER SAENZ MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	56	60	2287	N	1271	34	30	800	Y	275	32	26	1000	Y	315	23	13	.	Y	.	.	23	HIDALGO	108	127	14.6	871	799	.	.	787	98.5	578	72.3	86	10.8	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912044	1	1	1	1	1	0	1	MEMORIAL MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	74	60	2194	Y	1621	38	30	800	Y	302	43	26	1000	Y	434	37	13	.	Y	.	.	37	HIDALGO	108	146	16.9	862	767	.	.	691	90.1	335	43.7	65	8.5	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912045	1	1	1	1	0	1	1	ANN RICHARDS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	72	60	2543	Y	1830	40	30	800	Y	318	43	26	1000	Y	427	36	13	.	Y	.	.	35.5	HIDALGO	108	124	13	956	892	.	.	869	97.4	600	67.3	83	9.3	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912046	1	0	0	1	0	1	1	IRENE M GARCIA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	70	60	2410	Y	1689	41	30	800	Y	325	40	26	1000	Y	395	30	13	.	Y	.	.	30	HIDALGO	108	130	15	869	836	.	.	765	91.5	352	42.1	62	7.4	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912048	1	1	0	1	0	1	0	JUAN DE DIOS SALINAS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	62	60	2433	Y	1516	41	30	800	Y	331	36	26	1000	Y	359	25	13	.	Y	.	.	25	HIDALGO	108	137	13.6	1006	867	.	.	854	98.5	649	74.9	78	9	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912049	0	0	1	0	0	1	0	DOMINGO TREVINO MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	60	60	2502	Y	1496	34	30	800	Y	269	34	26	1000	Y	339	29	13	.	Y	.	.	29	HIDALGO	108	144	14.8	970	865	.	.	842	97.3	559	64.6	65	7.5	M	 	.	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912101	 	 	 	 	 	 	 	LA JOYA ISD HEAD START PROGRAM	 	N	N	N	N	Y	N	Y	Y	Y	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	HIDALGO	108	.	.	.	490	.	.	478	97.6	382	78	39	8	M	 	.	LA JOYA ISD	108912	PK	EE	EE - PK	E	108912000	LA JOYA ISD	01	REGION 01: EDINBURG
108912102	1	1	1	1	1	1	 	JOHN F KENNEDY EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	872	Y	727	47	32	800	Y	378	51	28	800	Y	411	50	12	.	Y	.	.	49.5	HIDALGO	108	78	11.5	677	815	.	.	623	76.4	320	39.3	45	5.5	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912104	0	0	0	0	0	0	 	GUILLERMO FLORES EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	665	Y	471	44	32	800	Y	354	42	28	800	Y	332	34	12	.	Y	.	.	34	HIDALGO	108	84	17.3	485	524	.	.	462	88.2	276	52.7	36	6.9	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912105	0	0	0	0	0	0	 	ROSENDO BENAVIDES EL	 	N	N	N	N	N	N	N	N	N	N	N	66	60	502	Y	329	44	32	600	Y	261	38	28	800	Y	301	29	12	.	Y	.	.	29	HIDALGO	108	56	15.5	361	426	.	.	401	94.1	340	79.8	33	7.7	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912106	0	0	0	1	0	0	 	LEO J LEO EL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	607	Y	425	47	32	800	Y	379	42	28	800	Y	333	35	12	.	Y	.	.	35	HIDALGO	108	84	18.4	457	532	.	.	468	88	318	59.8	49	9.2	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912107	1	0	1	1	1	0	 	ELIGIO KIKA DE LA GARZA EL	 	N	N	N	N	N	N	N	N	N	N	N	84	60	510	Y	429	52	32	800	Y	419	55	28	800	Y	443	45	12	.	Y	.	.	45	HIDALGO	108	119	26.4	450	437	.	.	421	96.3	284	65	35	8	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912108	0	0	0	1	0	0	 	E B REYNA EL	 	N	N	N	N	N	N	N	N	N	N	N	76	60	656	Y	498	52	32	600	Y	314	45	28	800	Y	360	37	12	.	Y	.	.	37	HIDALGO	108	69	15	461	542	.	.	443	81.7	240	44.3	32	5.9	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912109	1	0	0	0	1	1	 	ELODIA R CHAPA EL	 	N	N	N	N	N	N	N	N	N	N	N	76	60	574	Y	437	53	32	800	Y	421	51	28	800	Y	405	42	12	.	Y	.	.	42	HIDALGO	108	96	19.7	487	544	.	.	519	95.4	395	72.6	41	7.5	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912110	1	1	1	0	1	0	 	JOSE DE ESCANDON EL	 	N	N	N	N	N	N	N	N	N	N	N	79	60	773	Y	610	48	32	800	Y	384	48	28	800	Y	387	48	12	.	Y	.	.	48	HIDALGO	108	80	14.1	566	664	.	.	577	86.9	392	59	35	5.3	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912111	0	1	0	1	1	0	 	DIAZ-VILLARREAL EL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	711	Y	527	54	32	600	Y	321	44	28	800	Y	355	36	12	.	Y	.	.	36	HIDALGO	108	117	20.5	572	678	.	.	647	95.4	492	72.6	34	5	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912112	0	0	0	1	0	0	 	NARCISO CAVAZOS	 	N	N	N	N	N	N	N	N	N	N	N	74	60	596	Y	439	54	32	800	Y	433	43	28	800	Y	342	36	12	.	Y	.	.	36	HIDALGO	108	72	14.9	484	517	.	.	489	94.6	372	72	49	9.5	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912113	0	1	0	1	0	0	 	TABASCO EL	 	N	N	N	N	N	N	N	N	N	N	N	73	60	956	Y	701	49	32	800	Y	392	46	28	800	Y	364	42	12	.	Y	.	.	42	HIDALGO	108	109	16.5	661	777	.	.	691	88.9	460	59.2	41	5.3	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912114	0	1	0	1	0	0	 	PATRICIO PEREZ EL	 	N	N	N	N	N	N	N	N	N	N	N	79	60	677	Y	537	57	32	600	Y	341	49	28	800	Y	395	41	12	.	Y	.	.	40.5	HIDALGO	108	91	17.1	531	620	.	.	590	95.2	445	71.8	31	5	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912115	0	0	0	1	0	0	 	HENRY B GONZALEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	758	Y	558	49	32	800	Y	390	43	28	800	Y	347	37	12	.	Y	.	.	37	HIDALGO	108	108	18.3	590	642	.	.	587	91.4	352	54.8	43	6.7	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912116	1	1	1	1	1	1	 	LLOYD M BENTSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	87	60	764	Y	662	59	32	800	Y	475	54	28	800	Y	432	57	12	.	Y	.	.	57	HIDALGO	108	121	20.7	585	666	.	.	559	83.9	323	48.5	46	6.9	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912117	0	0	0	0	0	0	 	SAM FORDYCE EL	 	N	N	N	N	N	N	N	N	N	N	N	66	60	549	Y	364	41	32	600	Y	246	42	28	800	Y	332	33	12	.	Y	.	.	33	HIDALGO	108	69	16.7	414	469	.	.	443	94.5	259	55.2	36	7.7	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912118	0	0	0	0	0	0	 	EMILIANO ZAPATA EL	 	N	N	N	N	N	N	N	N	N	N	N	63	60	771	Y	488	42	32	800	Y	334	38	28	800	Y	302	31	12	.	Y	.	.	31	HIDALGO	108	115	19.7	583	684	.	.	663	96.9	545	79.7	43	6.3	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912120	0	0	0	0	0	0	 	JUAN SEGUIN EL	 	N	N	N	N	N	N	N	N	N	N	N	62	60	746	Y	464	42	32	800	Y	332	36	28	800	Y	285	26	12	.	Y	.	.	26	HIDALGO	108	80	11.4	699	648	.	.	629	97.1	554	85.5	43	6.6	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912121	1	1	1	1	1	1	 	ENRIQUE KIKI CAMARENA EL	 	N	N	N	N	N	N	N	N	N	N	N	87	60	675	Y	586	55	32	600	Y	327	56	28	800	Y	445	59	12	.	Y	.	.	59	HIDALGO	108	83	15.5	534	571	.	.	452	79.2	233	40.8	31	5.4	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912122	0	0	0	0	0	0	 	DR AMERICO PAREDES EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	573	Y	429	44	32	600	Y	264	46	28	800	Y	367	34	12	.	Y	.	.	34	HIDALGO	108	106	21.9	485	538	.	.	515	95.7	418	77.7	34	6.3	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912123	1	0	1	1	1	1	 	WILLIAM J CLINTON EL	 	N	N	N	N	N	N	N	N	N	N	N	80	60	809	Y	645	54	32	800	Y	432	52	28	800	Y	415	45	12	.	Y	.	.	45	HIDALGO	108	117	19.7	594	687	.	.	665	96.8	575	83.7	46	6.7	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912124	0	0	0	0	0	0	 	CORINA PENA EL	 	N	N	N	N	N	N	N	N	N	N	N	63	60	827	Y	525	38	32	800	Y	306	38	28	800	Y	300	31	12	.	Y	.	.	31	HIDALGO	108	116	18.4	631	731	.	.	686	93.8	549	75.1	53	7.3	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912126	0	0	0	0	0	0	 	EVANGELINA GARZA EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	749	Y	529	43	32	800	Y	347	41	28	800	Y	324	34	12	.	Y	.	.	34	HIDALGO	108	101	17	594	643	.	.	624	97	540	84	50	7.8	M	 	.	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912127	0	0	0	0	0	0	 	DR MARIA PALMIRA MENDIOLA EL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	887	Y	660	46	32	800	Y	365	45	28	800	Y	361	42	12	.	Y	.	.	42	HIDALGO	108	167	27	619	795	.	.	773	97.2	632	79.5	64	8.1	M	 	.	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108913001	0	0	0	0	0	0	0	WESLACO H S	 	N	N	N	N	N	N	N	N	N	N	N	69	60	3980	Y	2731	22	17	800	Y	177	38	30	800	Y	304	79	60	21.8	Y	23.3	21	12.6	HIDALGO	108	404	14.8	2724	2537	197	7.8	1824	71.9	502	19.8	210	8.3	M	 	.	WESLACO ISD	108913	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108913003	 	 	 	 	 	 	 	SOUTH PALM GARDENS H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	56	35	116	Y	65	.	8	0	Z	.	38	13	800	Y	304	100	33	72.6	Y	.	.	5.8	HIDALGO	108	178	97.8	182	75	0	0	68	90.7	32	42.7	13	17.3	A	 	.	WESLACO ISD	108913	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108913005	 	 	 	 	 	 	 	HIDALGO CO J J A E P	 	N	N	N	N	N	Y	N	N	N	N	N	.	60	.	X	.	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	HIDALGO	108	13	100	13	2	0	0	2	100	0	0	1	50	X	 	.	WESLACO ISD	108913	10	07	07 - 10	S	 	 	01	REGION 01: EDINBURG
108913006	0	1	0	1	0	0	0	WESLACO EAST H S	 	N	N	N	N	N	N	N	N	N	N	N	68	60	3431	Y	2316	28	17	800	Y	222	41	30	800	Y	326	79	60	21.9	Y	24.3	22.9	9.8	HIDALGO	108	491	20.4	2405	2076	155	7.5	1596	76.9	452	21.8	188	9.1	M	 	.	WESLACO ISD	108913	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108913007	 	 	 	 	 	 	 	HIDALGO COUNTY BOOT CAMP	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	HIDALGO	108	23	95.8	24	32	0	0	8	25	11	34.4	4	12.5	X	 	.	WESLACO ISD	108913	11	07	07 - 11	S	 	 	01	REGION 01: EDINBURG
108913008	 	 	 	 	 	 	 	HORTON DISCIPLINARY ALTERNATIVE ED	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	HIDALGO	108	393	99.5	395	79	0	0	76	96.2	35	44.3	8	10.1	X	 	.	WESLACO ISD	108913	12	04	04 - 12	B	 	 	01	REGION 01: EDINBURG
108913009	0	0	0	0	0	0	0	WESLACO 21ST CENTURY CTE EARLY COL	 	N	N	N	N	N	N	N	N	N	N	N	72	60	322	Y	232	21	17	600	Y	126	41	30	800	Y	330	40	21	.	Y	.	.	40	HIDALGO	108	24	13.6	177	204	204	100	175	85.8	56	27.5	14	6.9	M	 	.	WESLACO ISD	108913	11	09	09 - 11	S	 	 	01	REGION 01: EDINBURG
108913041	1	0	0	0	0	0	0	MARY HOGE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	70	60	2732	Y	1916	36	30	800	Y	284	39	26	1000	Y	386	28	13	.	Y	.	.	28	HIDALGO	108	146	13.8	1056	982	0	0	887	90.3	404	41.1	99	10.1	M	 	.	WESLACO ISD	108913	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108913042	1	1	1	1	0	0	1	ARMANDO CUELLAR MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	70	60	1945	Y	1356	38	30	800	Y	304	38	26	1000	Y	379	34	13	.	Y	.	.	34	HIDALGO	108	150	18.3	820	683	0	0	592	86.7	177	25.9	75	11	M	 	.	WESLACO ISD	108913	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108913043	1	1	1	1	1	1	1	CENTRAL MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	75	60	2611	Y	1969	39	30	1000	Y	385	42	26	2000	Y	842	55	13	.	Y	.	.	55	HIDALGO	108	129	12.7	1017	921	0	0	706	76.7	178	19.3	75	8.1	M	 	.	WESLACO ISD	108913	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108913044	1	0	1	0	1	0	1	BEATRIZ G GARZA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	75	60	3021	Y	2274	35	30	800	Y	282	40	26	1000	Y	401	37	13	.	Y	.	.	37	HIDALGO	108	150	12.9	1167	1068	0	0	812	76	258	24.2	90	8.4	M	 	.	WESLACO ISD	108913	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108913102	0	0	0	0	0	0	 	F D ROOSEVELT ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	67	60	678	Y	457	41	32	800	Y	328	37	28	800	Y	296	32	12	.	Y	.	.	32	HIDALGO	108	119	21.5	554	589	0	0	509	86.4	197	33.4	46	7.8	M	 	.	WESLACO ISD	108913	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108913103	1	1	1	1	1	1	 	SAM HOUSTON EL	 	N	N	N	N	N	N	N	N	N	N	N	89	60	799	Y	713	55	32	800	Y	443	54	28	800	Y	428	49	12	.	Y	.	.	48.5	HIDALGO	108	89	14.4	616	696	0	0	609	87.5	198	28.4	47	6.8	M	 	.	WESLACO ISD	108913	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108913104	0	0	0	0	0	0	 	RODOLFO RUDY SILVA JR EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	932	Y	660	39	32	800	Y	314	40	28	800	Y	316	34	12	.	Y	.	.	34	HIDALGO	108	84	12.5	671	729	0	0	567	77.8	243	33.3	72	9.9	M	 	.	WESLACO ISD	108913	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108913106	0	0	0	0	0	0	 	RAUL A GONZALEZ JR EL	 	N	N	N	N	N	N	N	N	N	N	N	72	60	920	Y	663	42	32	800	Y	334	43	28	800	Y	344	39	12	.	Y	.	.	39	HIDALGO	108	114	16.4	694	786	0	0	727	92.5	383	48.7	47	6	M	 	.	WESLACO ISD	108913	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108913109	1	1	1	1	1	0	 	DR R E MARGO EL	 	N	N	N	N	N	N	N	N	N	N	N	81	60	1201	Y	970	46	32	800	Y	371	46	28	800	Y	367	41	12	.	Y	.	.	41	HIDALGO	108	140	15.6	898	996	0	0	869	87.2	299	30	89	8.9	M	 	.	WESLACO ISD	108913	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
